song,artist,album_release_date,release_year,release_decade,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
This Is Me,Keala Settle,2017-12-08,2017,10,3WazefEHBjVsgnceB9TuAp,0.44,0.514,11,-6.874,0,0.266,0.0994,0.0,0.0768,0.219,93.168,audio_features,spotify:track:3WazefEHBjVsgnceB9TuAp,https://api.spotify.com/v1/tracks/3WazefEHBjVsgnceB9TuAp,https://api.spotify.com/v1/audio-analysis/3WazefEHBjVsgnceB9TuAp,265733,4
Last Dance,Selena,2017-01-17,2017,10,29RcVe2M9l8rHyWHffBmjf,0.341,0.721,3,-10.311,1,0.0801,0.131,0.00029,0.216,0.237,126.351,audio_features,spotify:track:29RcVe2M9l8rHyWHffBmjf,https://api.spotify.com/v1/tracks/29RcVe2M9l8rHyWHffBmjf,https://api.spotify.com/v1/audio-analysis/29RcVe2M9l8rHyWHffBmjf,199800,4
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa, Pink",2001-01-01,2001,00,0PSZ9G584Ve27GK6ThlY6P,0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,audio_features,spotify:track:0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/tracks/0PSZ9G584Ve27GK6ThlY6P,https://api.spotify.com/v1/audio-analysis/0PSZ9G584Ve27GK6ThlY6P,267960,4
New Rules,Dua Lipa,2017-06-02,2017,10,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320,4
Venus,Bananarama,1986-01-01,1986,80,4XX1pFUkQOZTYp6Hb6a6Ae,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,audio_features,spotify:track:4XX1pFUkQOZTYp6Hb6a6Ae,https://api.spotify.com/v1/tracks/4XX1pFUkQOZTYp6Hb6a6Ae,https://api.spotify.com/v1/audio-analysis/4XX1pFUkQOZTYp6Hb6a6Ae,229165,4
Spice Up Your Life,Spice Girls,1997-01-01,1997,90,5qGwqO0lkbBXw4xNfzT7SF,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,audio_features,spotify:track:5qGwqO0lkbBXw4xNfzT7SF,https://api.spotify.com/v1/tracks/5qGwqO0lkbBXw4xNfzT7SF,https://api.spotify.com/v1/audio-analysis/5qGwqO0lkbBXw4xNfzT7SF,173667,4
Power,Little Mix,2016-11-18,2016,10,0lUSd7TCG8srh6HpIAEIWL,0.566,0.855,7,-4.016,1,0.211,0.0372,0.000157,0.181,0.517,172.966,audio_features,spotify:track:0lUSd7TCG8srh6HpIAEIWL,https://api.spotify.com/v1/tracks/0lUSd7TCG8srh6HpIAEIWL,https://api.spotify.com/v1/audio-analysis/0lUSd7TCG8srh6HpIAEIWL,247840,4
Tears Dry on Their Own,Amy Winehouse,2006,2006,00,7MDfN1ldfTMtuXXdVz2Pzc,0.634,0.543,1,-13.391,0,0.181,0.525,0.0,0.232,0.467,121.557,audio_features,spotify:track:7MDfN1ldfTMtuXXdVz2Pzc,https://api.spotify.com/v1/tracks/7MDfN1ldfTMtuXXdVz2Pzc,https://api.spotify.com/v1/audio-analysis/7MDfN1ldfTMtuXXdVz2Pzc,186440,4
I'm Your Man,Wham!,1986-11-25,1986,80,37vVp2sWHuuIBOSl1NswP6,0.398,0.705,5,-7.07,0,0.0756,0.204,5.13e-05,0.443,0.635,111.487,audio_features,spotify:track:37vVp2sWHuuIBOSl1NswP6,https://api.spotify.com/v1/tracks/37vVp2sWHuuIBOSl1NswP6,https://api.spotify.com/v1/audio-analysis/37vVp2sWHuuIBOSl1NswP6,145668,4
Relax,Frankie Goes to Hollywood,1984-10-20,1984,80,2K22nUTdyr48JDwI5t906t,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,audio_features,spotify:track:2K22nUTdyr48JDwI5t906t,https://api.spotify.com/v1/tracks/2K22nUTdyr48JDwI5t906t,https://api.spotify.com/v1/audio-analysis/2K22nUTdyr48JDwI5t906t,236800,4
I'm Still Standing,Elton John,1983-05-30,1983,80,1jDJFeK9x3OZboIAHsY9k2,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,audio_features,spotify:track:1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/tracks/1jDJFeK9x3OZboIAHsY9k2,https://api.spotify.com/v1/audio-analysis/1jDJFeK9x3OZboIAHsY9k2,183440,4
Memory,Elaine Paige,1983,1983,80,6wNNhduAv04cytUxHgYv1F,0.198,0.155,3,-15.993,1,0.0358,0.743,0.00149,0.344,0.086,175.152,audio_features,spotify:track:6wNNhduAv04cytUxHgYv1F,https://api.spotify.com/v1/tracks/6wNNhduAv04cytUxHgYv1F,https://api.spotify.com/v1/audio-analysis/6wNNhduAv04cytUxHgYv1F,251693,3
Don't Start Now,Dua Lipa,2020-03-27,2020,20,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4
You Keep Me Hangin' On,Kim Wilde,1986,1986,80,1wEeNtO7z41aUqC80shxqK,0.686,0.682,7,-12.154,0,0.033,0.0806,0.000155,0.14,0.708,123.44,audio_features,spotify:track:1wEeNtO7z41aUqC80shxqK,https://api.spotify.com/v1/tracks/1wEeNtO7z41aUqC80shxqK,https://api.spotify.com/v1/audio-analysis/1wEeNtO7z41aUqC80shxqK,255220,4
Don't Leave Me This Way,The Communards,1986-01-01,1986,80,0ire4j2mcGovF5JA1D2cTp,0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,audio_features,spotify:track:0ire4j2mcGovF5JA1D2cTp,https://api.spotify.com/v1/tracks/0ire4j2mcGovF5JA1D2cTp,https://api.spotify.com/v1/audio-analysis/0ire4j2mcGovF5JA1D2cTp,271067,4
Touch Me (All Night Long),Cathy Dennis,1990-08-14,1990,90,1XF7umKqStpKnL2d2YZ53V,0.655,0.776,10,-10.298,0,0.0326,0.00326,0.081,0.307,0.454,118.01,audio_features,spotify:track:1XF7umKqStpKnL2d2YZ53V,https://api.spotify.com/v1/tracks/1XF7umKqStpKnL2d2YZ53V,https://api.spotify.com/v1/audio-analysis/1XF7umKqStpKnL2d2YZ53V,209067,4
Don't Be So Hard on Yourself,Jess Glynne,2015,2015,10,6jF1nHIMESqft9p33tQYPn,0.571,0.815,6,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008,audio_features,spotify:track:6jF1nHIMESqft9p33tQYPn,https://api.spotify.com/v1/tracks/6jF1nHIMESqft9p33tQYPn,https://api.spotify.com/v1/audio-analysis/6jF1nHIMESqft9p33tQYPn,211460,4
You Don't Have to Say You Love Me,Dusty Springfield,1966-07,1966,60,0q8nQ0H4ad4KYcZdrTZPux,0.317,0.513,2,-9.24,0,0.0339,0.455,0.0,0.0719,0.627,111.5,audio_features,spotify:track:0q8nQ0H4ad4KYcZdrTZPux,https://api.spotify.com/v1/tracks/0q8nQ0H4ad4KYcZdrTZPux,https://api.spotify.com/v1/audio-analysis/0q8nQ0H4ad4KYcZdrTZPux,170440,3
Last Thing on My Mind,Steps,1998-09-14,1998,90,2al4aCEf88iUKzM2LpMo3V,0.725,0.935,9,-4.6,1,0.0307,0.266,0.0397,0.119,0.635,130.321,audio_features,spotify:track:2al4aCEf88iUKzM2LpMo3V,https://api.spotify.com/v1/tracks/2al4aCEf88iUKzM2LpMo3V,https://api.spotify.com/v1/audio-analysis/2al4aCEf88iUKzM2LpMo3V,184427,4
Sweet Melody,Little Mix,2020-11-06,2020,20,76Tuo484SLohJakHLnGI3B,0.448,0.824,5,-4.249,0,0.057,0.0739,0.0,0.113,0.419,119.965,audio_features,spotify:track:76Tuo484SLohJakHLnGI3B,https://api.spotify.com/v1/tracks/76Tuo484SLohJakHLnGI3B,https://api.spotify.com/v1/audio-analysis/76Tuo484SLohJakHLnGI3B,213693,4
Total Eclipse of the Heart,Bonnie Tyler,2009-03-26,2009,00,7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,audio_features,spotify:track:7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/tracks/7wuJGgpTNzbUyn26IOY6rj,https://api.spotify.com/v1/audio-analysis/7wuJGgpTNzbUyn26IOY6rj,267360,4
You Don't Own Me,(Dusty Springfield,1964-06-26,1964,60,0UW3PzFqmfDW3sAqLwC8PY,0.353,0.66,7,-6.101,1,0.034,0.754,0.0,0.0793,0.559,100.278,audio_features,spotify:track:0UW3PzFqmfDW3sAqLwC8PY,https://api.spotify.com/v1/tracks/0UW3PzFqmfDW3sAqLwC8PY,https://api.spotify.com/v1/audio-analysis/0UW3PzFqmfDW3sAqLwC8PY,149400,3
Moving on Up,M People,1998-10-29,1998,90,6vGW3d8X48CBaLdU0PQbey,0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,audio_features,spotify:track:6vGW3d8X48CBaLdU0PQbey,https://api.spotify.com/v1/tracks/6vGW3d8X48CBaLdU0PQbey,https://api.spotify.com/v1/audio-analysis/6vGW3d8X48CBaLdU0PQbey,215533,4
I've Got the Music in Me,The Kiki Dee Band,2010-08-01,2010,10,2dpGNisIy8LNjpEGzDdtft,0.492,0.85,7,-6.137,1,0.159,0.277,3.46e-05,0.634,0.343,119.469,audio_features,spotify:track:2dpGNisIy8LNjpEGzDdtft,https://api.spotify.com/v1/tracks/2dpGNisIy8LNjpEGzDdtft,https://api.spotify.com/v1/audio-analysis/2dpGNisIy8LNjpEGzDdtft,302440,4
Who Do You Think You Are,Spice Girls,1996-01-01,1996,90,1jI1aLmm5HTwiMtvsbwDJw,0.727,0.83,6,-6.658,0,0.0376,0.0226,0.00356,0.73,0.899,118.002,audio_features,spotify:track:1jI1aLmm5HTwiMtvsbwDJw,https://api.spotify.com/v1/tracks/1jI1aLmm5HTwiMtvsbwDJw,https://api.spotify.com/v1/audio-analysis/1jI1aLmm5HTwiMtvsbwDJw,240707,4
Big Spender,Shirley Bassey,1988-05-23,1988,80,3wFxvVpzsOJ4Ag54i2Nr5A,0.711,0.375,7,-9.149,1,0.0981,0.721,0.0,0.082,0.619,126.243,audio_features,spotify:track:3wFxvVpzsOJ4Ag54i2Nr5A,https://api.spotify.com/v1/tracks/3wFxvVpzsOJ4Ag54i2Nr5A,https://api.spotify.com/v1/audio-analysis/3wFxvVpzsOJ4Ag54i2Nr5A,110267,4
Shout,Lulu and The Luvvers,1994-01-01,1994,90,0gBFr7N2D1GfhkXIIepIGG,0.546,0.399,4,-9.378,1,0.027,0.361,3.18e-06,0.0995,0.301,97.142,audio_features,spotify:track:0gBFr7N2D1GfhkXIIepIGG,https://api.spotify.com/v1/tracks/0gBFr7N2D1GfhkXIIepIGG,https://api.spotify.com/v1/audio-analysis/0gBFr7N2D1GfhkXIIepIGG,166693,4
Scandalous,(Mis-Teeq,2004-07-13,2004,00,3stnrhzN0lzZFskbaZ5sEw,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,audio_features,spotify:track:3stnrhzN0lzZFskbaZ5sEw,https://api.spotify.com/v1/tracks/3stnrhzN0lzZFskbaZ5sEw,https://api.spotify.com/v1/audio-analysis/3stnrhzN0lzZFskbaZ5sEw,238840,4
Something New,Girls Aloud,2012-01-01,2012,10,5OC1BydxpDS3zFBVbZkV5G,0.626,0.915,6,-3.123,0,0.0825,0.011,0.0,0.108,0.763,119.993,audio_features,spotify:track:5OC1BydxpDS3zFBVbZkV5G,https://api.spotify.com/v1/tracks/5OC1BydxpDS3zFBVbZkV5G,https://api.spotify.com/v1/audio-analysis/5OC1BydxpDS3zFBVbZkV5G,201042,4
Hallucinate,Dua Lipa,2022-07-08,2022,20,2UlnceG0lJ1CAQS7clfWYg,0.653,0.939,3,-3.247,1,0.0325,0.0252,0.202,0.521,0.798,121.993,audio_features,spotify:track:2UlnceG0lJ1CAQS7clfWYg,https://api.spotify.com/v1/tracks/2UlnceG0lJ1CAQS7clfWYg,https://api.spotify.com/v1/audio-analysis/2UlnceG0lJ1CAQS7clfWYg,291456,4
I Really Like You,Carly Rae Jepsen,2015,2015,10,2hHLbkatPwOOmrNxTiD41L,0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,audio_features,spotify:track:2hHLbkatPwOOmrNxTiD41L,https://api.spotify.com/v1/tracks/2hHLbkatPwOOmrNxTiD41L,https://api.spotify.com/v1/audio-analysis/2hHLbkatPwOOmrNxTiD41L,204764,4
You're a Superstar,Love Inc.,2015-09-04,2015,10,0F7HW6u4LdXDxuCJynN9bF,0.727,0.783,1,-9.971,1,0.0325,0.371,0.0166,0.11,0.649,135.022,audio_features,spotify:track:0F7HW6u4LdXDxuCJynN9bF,https://api.spotify.com/v1/tracks/0F7HW6u4LdXDxuCJynN9bF,https://api.spotify.com/v1/audio-analysis/0F7HW6u4LdXDxuCJynN9bF,210613,4
If You Could Read My Mind,"Ultra Naté, Amber, Jocelyn Enriquez",1998-07-16,1998,90,57ct8jKi6trntXiRV0NnXi,0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565,audio_features,spotify:track:57ct8jKi6trntXiRV0NnXi,https://api.spotify.com/v1/tracks/57ct8jKi6trntXiRV0NnXi,https://api.spotify.com/v1/audio-analysis/57ct8jKi6trntXiRV0NnXi,228840,4
Absolutely Not (Chanel Club Mix),Deborah Cox,2002-09-02,2002,00,2Qo9jlq1X3luf3ueow7ZGR,0.738,0.908,1,-4.899,0,0.0425,0.0129,5.8e-05,0.153,0.762,130.012,audio_features,spotify:track:2Qo9jlq1X3luf3ueow7ZGR,https://api.spotify.com/v1/tracks/2Qo9jlq1X3luf3ueow7ZGR,https://api.spotify.com/v1/audio-analysis/2Qo9jlq1X3luf3ueow7ZGR,246400,4
Girlfriend,Avril Lavigne,2007-04-17,2007,00,45hOioMDJktr86iKDHC8gr,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,audio_features,spotify:track:45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/tracks/45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/audio-analysis/45hOioMDJktr86iKDHC8gr,216600,4
I Drove All Night,Céline Dion,2003-03-25,2003,00,3zN4OLeBAN7LwAr442bB8E,0.566,0.912,11,-4.198,1,0.0629,0.00051,0.0,0.215,0.644,134.994,audio_features,spotify:track:3zN4OLeBAN7LwAr442bB8E,https://api.spotify.com/v1/tracks/3zN4OLeBAN7LwAr442bB8E,https://api.spotify.com/v1/audio-analysis/3zN4OLeBAN7LwAr442bB8E,240600,4
Scars to Your Beautiful,Alessia Cara,2015-11-13,2015,10,0wI7QkCcs8FUQE1OkXUIqd,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,audio_features,spotify:track:0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/tracks/0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/audio-analysis/0wI7QkCcs8FUQE1OkXUIqd,230240,4
Hello,Allie X,2015-12-04,2015,10,5jYkyOIoEeWZobedmHM50N,0.647,0.594,10,-6.708,0,0.0516,0.00457,6.07e-06,0.0539,0.77,73.992,audio_features,spotify:track:5jYkyOIoEeWZobedmHM50N,https://api.spotify.com/v1/tracks/5jYkyOIoEeWZobedmHM50N,https://api.spotify.com/v1/audio-analysis/5jYkyOIoEeWZobedmHM50N,238880,4
You Oughta Know,Alanis Morissette,1995,1995,90,3jS7bB0oXVOwGFZn3aE5NV,0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292,audio_features,spotify:track:3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/tracks/3jS7bB0oXVOwGFZn3aE5NV,https://api.spotify.com/v1/audio-analysis/3jS7bB0oXVOwGFZn3aE5NV,249493,4
Closer,Tegan and Sara,2013,2013,10,4dTVgHZFPlaq9nPbLVVLSG,0.588,0.751,0,-7.588,1,0.0328,0.00174,6.57e-05,0.353,0.52,136.979,audio_features,spotify:track:4dTVgHZFPlaq9nPbLVVLSG,https://api.spotify.com/v1/tracks/4dTVgHZFPlaq9nPbLVVLSG,https://api.spotify.com/v1/audio-analysis/4dTVgHZFPlaq9nPbLVVLSG,209280,4
Maneater,Nelly Furtado,2006-01-01,2006,00,6dHxHbwCy5nBfQAXHwiZAl,0.541,0.515,2,-8.599,1,0.057,0.0286,0.000118,0.0863,0.0949,127.816,audio_features,spotify:track:6dHxHbwCy5nBfQAXHwiZAl,https://api.spotify.com/v1/tracks/6dHxHbwCy5nBfQAXHwiZAl,https://api.spotify.com/v1/audio-analysis/6dHxHbwCy5nBfQAXHwiZAl,143755,4
It's All Coming Back to Me Now,Céline Dion,1996-02-28,1996,90,5EQzuYfTZt7B2LqlvTF49l,0.384,0.438,0,-9.149,1,0.0362,0.753,0.0,0.101,0.287,87.903,audio_features,spotify:track:5EQzuYfTZt7B2LqlvTF49l,https://api.spotify.com/v1/tracks/5EQzuYfTZt7B2LqlvTF49l,https://api.spotify.com/v1/audio-analysis/5EQzuYfTZt7B2LqlvTF49l,456867,4
Ghost,Fefe Dobson,2010-01-01,2010,10,0QRcOtv4LE9C2QTfbbkL1e,0.531,0.699,11,-5.681,0,0.0341,0.012,3.05e-06,0.157,0.473,160.109,audio_features,spotify:track:0QRcOtv4LE9C2QTfbbkL1e,https://api.spotify.com/v1/tracks/0QRcOtv4LE9C2QTfbbkL1e,https://api.spotify.com/v1/audio-analysis/0QRcOtv4LE9C2QTfbbkL1e,251960,4
Happiness,KAPRI,2021-10-10,2021,20,0XHRg1fJGPNgMLPsvolLj1,0.65,0.454,8,-7.85,1,0.0287,0.365,0.0,0.297,0.327,97.996,audio_features,spotify:track:0XHRg1fJGPNgMLPsvolLj1,https://api.spotify.com/v1/tracks/0XHRg1fJGPNgMLPsvolLj1,https://api.spotify.com/v1/audio-analysis/0XHRg1fJGPNgMLPsvolLj1,222966,4
I Love Myself Today,Bif Naked,2001,2001,00,0VcZkHNk3UvjGKyZsNWYJn,0.547,0.931,6,-3.33,0,0.0746,0.00507,0.0,0.288,0.683,119.889,audio_features,spotify:track:0VcZkHNk3UvjGKyZsNWYJn,https://api.spotify.com/v1/tracks/0VcZkHNk3UvjGKyZsNWYJn,https://api.spotify.com/v1/audio-analysis/0VcZkHNk3UvjGKyZsNWYJn,208427,4
Heaven,"DJ Sammy, Yanou ft. Do",2013-05-10,2013,10,72SpPFrMYCXLB3Fbw9tEgf,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,audio_features,spotify:track:72SpPFrMYCXLB3Fbw9tEgf,https://api.spotify.com/v1/tracks/72SpPFrMYCXLB3Fbw9tEgf,https://api.spotify.com/v1/audio-analysis/72SpPFrMYCXLB3Fbw9tEgf,233600,4
Get Down,B4-4,2000,2000,00,4cqd08JvEbKrrFE3kOthKv,0.813,0.386,10,-8.455,0,0.0553,0.0543,0.746,0.115,0.479,101.994,audio_features,spotify:track:4cqd08JvEbKrrFE3kOthKv,https://api.spotify.com/v1/tracks/4cqd08JvEbKrrFE3kOthKv,https://api.spotify.com/v1/audio-analysis/4cqd08JvEbKrrFE3kOthKv,200711,4
Everybody Say Love,Mitsou,1993-01-01,1993,90,61VLwYAED5VHTvl76MmPHu,0.662,0.881,11,-5.944,1,0.0393,1.64e-05,1.14e-06,0.64,0.667,119.916,audio_features,spotify:track:61VLwYAED5VHTvl76MmPHu,https://api.spotify.com/v1/tracks/61VLwYAED5VHTvl76MmPHu,https://api.spotify.com/v1/audio-analysis/61VLwYAED5VHTvl76MmPHu,210240,4
Main Event,RuPaul,2009-04-07,2009,00,5PHPENfE3RVmHGAA2A7Hfx,0.826,0.614,11,-4.22,1,0.0561,0.0191,0.0172,0.0865,0.591,126.046,audio_features,spotify:track:5PHPENfE3RVmHGAA2A7Hfx,https://api.spotify.com/v1/tracks/5PHPENfE3RVmHGAA2A7Hfx,https://api.spotify.com/v1/audio-analysis/5PHPENfE3RVmHGAA2A7Hfx,212693,4
"Why Tell Me, Why",Anita Meyer,2013-02-15,2013,10,1bYgVuthr7VOXDpH6fGfcm,0.642,0.675,1,-8.476,0,0.0483,0.0524,0.0,0.0918,0.416,112.334,audio_features,spotify:track:1bYgVuthr7VOXDpH6fGfcm,https://api.spotify.com/v1/tracks/1bYgVuthr7VOXDpH6fGfcm,https://api.spotify.com/v1/audio-analysis/1bYgVuthr7VOXDpH6fGfcm,211827,4
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987-06-02,1987,80,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4
Girl,Anouk,2004-10-25,2004,00,2WtRXmHGWV5o90u1GzmtSw,0.511,0.907,6,-6.639,1,0.036,0.00755,0.000211,0.169,0.46,98.028,audio_features,spotify:track:2WtRXmHGWV5o90u1GzmtSw,https://api.spotify.com/v1/tracks/2WtRXmHGWV5o90u1GzmtSw,https://api.spotify.com/v1/audio-analysis/2WtRXmHGWV5o90u1GzmtSw,205760,4
9 to 5,Dolly Parton,1980,1980,80,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,audio_features,spotify:track:4w3tQBXhn5345eUXDGBWZG,https://api.spotify.com/v1/tracks/4w3tQBXhn5345eUXDGBWZG,https://api.spotify.com/v1/audio-analysis/4w3tQBXhn5345eUXDGBWZG,162467,4
Physical,Dua Lipa,2022-07-08,2022,20,3AzjcOeAmA57TIOr9zF1ZW,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,audio_features,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/tracks/3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/audio-analysis/3AzjcOeAmA57TIOr9zF1ZW,193829,4
Don't Leave Me This Way,(Thelma Houston,1998-01-01,1998,90,2rBBhFXtuMoGuwYTSDpAdF,0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819,audio_features,spotify:track:2rBBhFXtuMoGuwYTSDpAdF,https://api.spotify.com/v1/tracks/2rBBhFXtuMoGuwYTSDpAdF,https://api.spotify.com/v1/audio-analysis/2rBBhFXtuMoGuwYTSDpAdF,217733,4
It's All Coming Back to Me Now,Celine Dion,1996-02-28,1996,90,5EQzuYfTZt7B2LqlvTF49l,0.384,0.438,0,-9.149,1,0.0362,0.753,0.0,0.101,0.287,87.903,audio_features,spotify:track:5EQzuYfTZt7B2LqlvTF49l,https://api.spotify.com/v1/tracks/5EQzuYfTZt7B2LqlvTF49l,https://api.spotify.com/v1/audio-analysis/5EQzuYfTZt7B2LqlvTF49l,456867,4
Free Your Mind,En Vogue,1992-03-24,1992,90,2vG1yrWSMiL6egg6w4e9ma,0.765,0.831,7,-6.522,1,0.0565,0.0894,0.0,0.393,0.809,100.026,audio_features,spotify:track:2vG1yrWSMiL6egg6w4e9ma,https://api.spotify.com/v1/tracks/2vG1yrWSMiL6egg6w4e9ma,https://api.spotify.com/v1/audio-analysis/2vG1yrWSMiL6egg6w4e9ma,293106,4
Don't Stop Me Now,Queen,1978-11-10,1978,70,7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,audio_features,spotify:track:7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/tracks/7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/audio-analysis/7hQJA50XrCWABAu5v6QZ4i,209413,4
This is My Life,Shirley Bassey,1988-05-23,1988,80,7nNpgxKfC0GmUw7jCJLpon,0.421,0.699,1,-11.456,1,0.0497,0.157,0.00122,0.0998,0.639,126.002,audio_features,spotify:track:7nNpgxKfC0GmUw7jCJLpon,https://api.spotify.com/v1/tracks/7nNpgxKfC0GmUw7jCJLpon,https://api.spotify.com/v1/audio-analysis/7nNpgxKfC0GmUw7jCJLpon,295000,4
Tragedy,Bee Gees,1979-02-05,1979,70,6UXXeFqMBGiqjkzQzkMT3E,0.665,0.532,2,-10.793,1,0.0277,0.0889,0.0109,0.296,0.81,117.955,audio_features,spotify:track:6UXXeFqMBGiqjkzQzkMT3E,https://api.spotify.com/v1/tracks/6UXXeFqMBGiqjkzQzkMT3E,https://api.spotify.com/v1/audio-analysis/6UXXeFqMBGiqjkzQzkMT3E,303333,4
I'm That Bitch,RuPaul,2020-02-29,2020,20,39uEuUEWsAZtozSQRPlf62,0.813,0.636,7,-6.173,0,0.21,0.328,0.0,0.129,0.723,140.948,audio_features,spotify:track:39uEuUEWsAZtozSQRPlf62,https://api.spotify.com/v1/tracks/39uEuUEWsAZtozSQRPlf62,https://api.spotify.com/v1/audio-analysis/39uEuUEWsAZtozSQRPlf62,152043,4
Shake Your Groove Thing,Peaches & Herb,1978-01-01,1978,70,5o89Bf80t8ko3uNXJkYoVs,0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574,audio_features,spotify:track:5o89Bf80t8ko3uNXJkYoVs,https://api.spotify.com/v1/tracks/5o89Bf80t8ko3uNXJkYoVs,https://api.spotify.com/v1/audio-analysis/5o89Bf80t8ko3uNXJkYoVs,346133,4
I Begin to Wonder,Dannii Minogue,2003-01-01,2003,00,5OKjyuulniceXswXHLYZqV,0.77,0.741,1,-9.252,0,0.0417,0.0234,7.2e-05,0.242,0.951,125.056,audio_features,spotify:track:5OKjyuulniceXswXHLYZqV,https://api.spotify.com/v1/tracks/5OKjyuulniceXswXHLYZqV,https://api.spotify.com/v1/audio-analysis/5OKjyuulniceXswXHLYZqV,220000,4
Absolutely Everybody,Vanessa Amorosi,2001-01-01,2001,00,1uMBrZjBfELQuCpw2p4q5G,0.672,0.956,1,-5.253,1,0.0827,0.283,0.0,0.192,0.85,122.994,audio_features,spotify:track:1uMBrZjBfELQuCpw2p4q5G,https://api.spotify.com/v1/tracks/1uMBrZjBfELQuCpw2p4q5G,https://api.spotify.com/v1/audio-analysis/1uMBrZjBfELQuCpw2p4q5G,222440,4
Better the Devil You Know,Kylie Minogue,1990-11-12,1990,90,3dpvfWZYPcPGz8vRZN2yUt,0.579,0.98,10,-4.937,0,0.051,0.0215,0.241,0.0255,0.606,120.029,audio_features,spotify:track:3dpvfWZYPcPGz8vRZN2yUt,https://api.spotify.com/v1/tracks/3dpvfWZYPcPGz8vRZN2yUt,https://api.spotify.com/v1/audio-analysis/3dpvfWZYPcPGz8vRZN2yUt,233680,4
